back_test_date,cal_beta_date,sto_call_number,hold_period,Margin_ratio,beta,Hedge_return,PF_retrun,Future_return
50,10,200000,5,0.1,0.4166718469860657,-49741.000681529826,-75400.00000000003,25658.999318470207
50,10,200000,10,0.1,0.4166718469860657,-32836.17076682517,-33999.999999999985,1163.8292331748119
50,10,200000,15,0.1,0.4166718469860657,-9177.544658644476,-10000.000000000024,822.4553413555474
50,10,200000,20,0.1,0.4166718469860657,17930.06722718564,12999.9999999999,4930.067227185741
50,20,200000,5,0.1,0.2962707276289568,-57155.40187487567,-75400.00000000003,18244.59812512435
50,20,200000,10,0.1,0.2962707276289568,-33172.469807493166,-33999.999999999985,827.5301925068225
50,20,200000,15,0.1,0.2962707276289568,-9415.200608852583,-10000.000000000024,584.7993911474387
50,20,200000,20,0.1,0.2962707276289568,16505.47946837118,12999.9999999999,3505.47946837128
50,30,200000,5,0.1,0.25468899871781925,-59716.03936816754,-75400.00000000003,15683.960631832486
50,30,200000,10,0.1,0.25468899871781925,-33288.614039513595,-33999.999999999985,711.3859604863894
50,30,200000,15,0.1,0.25468899871781925,-9497.277464520032,-10000.000000000024,502.722535479993
50,30,200000,20,0.1,0.25468899871781925,16013.483859746877,12999.9999999999,3013.483859746979
50,40,200000,5,0.1,0.40017478674370693,-50756.90338908568,-75400.00000000003,24643.096610914345
50,40,200000,10,0.1,0.40017478674370693,-32882.249620269155,-33999.999999999985,1117.7503797308323
50,40,200000,15,0.1,0.40017478674370693,-9210.107682547183,-10000.000000000024,789.89231745284
50,40,200000,20,0.1,0.40017478674370693,17734.87377547043,12999.9999999999,4734.873775470531
50,50,200000,5,0.1,0.5149190444373772,-43690.85644769318,-75400.00000000003,31709.143552306854
50,50,200000,10,0.1,0.5149190444373772,-32561.751073489955,-33999.999999999985,1438.2489265100273
50,50,200000,15,0.1,0.5149190444373772,-8983.61763213302,-10000.000000000024,1016.3823678670033
50,50,200000,20,0.1,0.5149190444373772,19092.529466526124,12999.9999999999,6092.529466526225
50,60,200000,5,0.1,0.47529369572374625,-46131.018419258304,-75400.00000000003,29268.981580741725
50,60,200000,10,0.1,0.47529369572374625,-32672.430831532773,-33999.999999999985,1327.569168467215
50,60,200000,15,0.1,0.47529369572374625,-9061.832850987705,-10000.000000000024,938.1671490123159
50,60,200000,20,0.1,0.47529369572374625,18623.6817762587,12999.9999999999,5623.6817762588
50,70,200000,5,0.1,0.3693631258733399,-52654.311123715095,-75400.00000000003,22745.688876284934
50,70,200000,10,0.1,0.3693631258733399,-32968.311378228056,-33999.999999999985,1031.688621771935
50,70,200000,15,0.1,0.3693631258733399,-9270.925842550483,-10000.000000000024,729.0741574495408
50,70,200000,20,0.1,0.3693631258733399,17370.309765276485,12999.9999999999,4370.309765276587
50,80,200000,5,0.1,0.4692143009986668,-46505.392609009454,-75400.00000000003,28894.607390990568
50,80,200000,10,0.1,0.4692143009986668,-32689.4115259383,-33999.999999999985,1310.5884740616893
50,80,200000,15,0.1,0.4692143009986668,-9073.832775388692,-10000.000000000024,926.167224611334
50,80,200000,20,0.1,0.4692143009986668,18551.75029129748,12999.9999999999,5551.750291297584
50,90,200000,5,0.1,0.43467218990305,-48632.52457502058,-75400.00000000003,26767.475424979453
50,90,200000,10,0.1,0.43467218990305,-32785.89301121127,-33999.999999999985,1214.1069887887109
50,90,200000,15,0.1,0.43467218990305,-9142.01435275654,-10000.000000000024,857.9856472434807
50,90,200000,20,0.1,0.43467218990305,18143.04754091463,12999.9999999999,5143.047540914729
50,100,200000,5,0.1,0.46986779789897654,-46465.14972569262,-75400.00000000003,28934.85027430741
50,100,200000,10,0.1,0.46986779789897654,-32687.58620752077,-33999.999999999985,1312.413792479219
50,100,200000,15,0.1,0.46986779789897654,-9072.542858587001,-10000.000000000024,927.4571414130254
50,100,200000,20,0.1,0.46986779789897654,18559.48247592812,12999.9999999999,5559.482475928221
50,110,200000,5,0.1,0.44436023722229206,-48035.92655343634,-75400.00000000003,27364.073446563696
50,110,200000,10,0.1,0.44436023722229206,-32758.832789206663,-33999.999999999985,1241.1672107933232
50,110,200000,15,0.1,0.44436023722229206,-9122.89142347142,-10000.000000000024,877.1085765286028
50,110,200000,20,0.1,0.44436023722229206,18257.676654759263,12999.9999999999,5257.676654759363
50,120,200000,5,0.1,0.4087018486905515,-50231.79981353753,-75400.00000000003,25168.2001864625
50,120,200000,10,0.1,0.4087018486905515,-32858.43221086505,-33999.999999999985,1141.567789134934
50,120,200000,15,0.1,0.4087018486905515,-9193.276385460566,-10000.000000000024,806.7236145394578
50,120,200000,20,0.1,0.4087018486905515,17835.76609385576,12999.9999999999,4835.76609385586
50,130,200000,5,0.1,0.39883977315290164,-50839.11463773231,-75400.00000000003,24560.885362267716
50,130,200000,10,0.1,0.39883977315290164,-32885.9785207334,-33999.999999999985,1114.0214792665859
50,130,200000,15,0.1,0.39883977315290164,-9212.742823525585,-10000.000000000024,787.2571764744371
50,130,200000,20,0.1,0.39883977315290164,17719.077875652663,12999.9999999999,4719.0778756527625
50,140,200000,5,0.1,0.40125827427475497,-50690.18132465578,-75400.00000000003,24709.818675344253
50,140,200000,10,0.1,0.40125827427475497,-32879.223271185256,-33999.999999999985,1120.7767288147345
50,140,200000,15,0.1,0.40125827427475497,-9207.969020879378,-10000.000000000024,792.0309791206452
50,140,200000,20,0.1,0.40125827427475497,17747.693615367276,12999.9999999999,4747.693615367377
50,150,200000,5,0.1,0.42726093443231056,-49088.9158585888,-75400.00000000003,26311.08414141123
50,150,200000,10,0.1,0.42726093443231056,-32806.5937996945,-33999.999999999985,1193.4062003054855
50,150,200000,15,0.1,0.42726093443231056,-9156.64319483491,-10000.000000000024,843.3568051651146
50,150,200000,20,0.1,0.42726093443231056,18055.3574606443,12999.9999999999,5055.357460644402
50,160,200000,5,0.1,0.4462141286566429,-47921.762375091654,-75400.00000000003,27478.23762490838
50,160,200000,10,0.1,0.4462141286566429,-32753.65458227467,-33999.999999999985,1246.345417725317
50,160,200000,15,0.1,0.4462141286566429,-9119.23208597717,-10000.000000000024,880.767914022855
50,160,200000,20,0.1,0.4462141286566429,18279.61192461098,12999.9999999999,5279.611924611083
50,170,200000,5,0.1,0.43761171011610095,-48451.50647243246,-75400.00000000003,26948.493527567574
50,170,200000,10,0.1,0.43761171011610095,-32777.68247435787,-33999.999999999985,1222.3175256421198
50,170,200000,15,0.1,0.43761171011610095,-9136.212127053668,-10000.000000000024,863.7878729463549
50,170,200000,20,0.1,0.43761171011610095,18177.827985935906,12999.9999999999,5177.827985936006
50,180,200000,5,0.1,0.4297555722097733,-48935.293986857476,-75400.00000000003,26464.70601314255
50,180,200000,10,0.1,0.4297555722097733,-32799.62588863309,-33999.999999999985,1200.3741113668984
50,180,200000,15,0.1,0.4297555722097733,-9151.719108459352,-10000.000000000024,848.2808915406704
50,180,200000,20,0.1,0.4297555722097733,18084.874050352315,12999.9999999999,5084.874050352417
50,190,200000,5,0.1,0.42610058086330876,-49160.37139764565,-75400.00000000003,26239.62860235438
50,190,200000,10,0.1,0.42610058086330876,-32809.83484756992,-33999.999999999985,1190.1651524300628
50,190,200000,15,0.1,0.42610058086330876,-9158.933579936733,-10000.000000000024,841.0664200632915
50,190,200000,20,0.1,0.42610058086330876,18041.62814069177,12999.9999999999,5041.6281406918715
50,200,200000,5,0.1,0.43331631880209415,-48716.020246511245,-75400.00000000003,26683.97975348878
50,200,200000,10,0.1,0.43331631880209415,-32789.68016994332,-33999.999999999985,1210.3198300566687
50,200,200000,15,0.1,0.43331631880209415,-9144.690663712603,-10000.000000000024,855.30933628742
50,200,200000,20,0.1,0.43331631880209415,18127.004854739735,12999.9999999999,5127.0048547398355
