日期,利率,涨跌,品类
2013-01-23,0.6005,-0.3,8月
2013-01-22,0.6035,-0.1,8月
2013-01-18,0.6045,-0.2,8月
2013-01-17,0.6065,-0.1,8月
2013-01-16,0.6075,-0.35,8月
2013-01-15,0.611,-0.3,8月
2013-01-14,0.614,-0.5,8月
2013-01-11,0.619,-0.2,8月
2013-01-10,0.621,-0.2,8月
2013-01-09,0.623,-0.05,8月
2013-01-08,0.6235,-0.1,8月
2013-01-07,0.6245,-0.1,8月
2013-01-04,0.6255,0.0,8月
2013-01-03,0.6255,-0.3,8月
2013-01-02,0.6285,-0.2,8月
2012-12-31,0.6305,0.0,8月
2012-12-28,0.6305,0.0,8月
2012-12-27,0.6305,0.0,8月
2012-12-24,0.6305,0.0,8月
2012-12-21,0.6305,-0.1,8月
2012-12-20,0.6315,0.05,8月
2012-12-19,0.631,0.15,8月
2012-12-18,0.6295,0.0,8月
2012-12-17,0.6295,-0.25,8月
2012-12-14,0.632,-0.1,8月
2012-12-13,0.633,-0.05,8月
2012-12-12,0.6335,-0.35,8月
2012-12-11,0.637,-0.1,8月
2012-12-10,0.638,0.0,8月
2012-12-07,0.638,-0.4,8月
2012-12-06,0.642,-0.1,8月
2012-12-05,0.643,0.0,8月
2012-12-04,0.643,-0.1,8月
2012-12-03,0.644,0.0,8月
2012-11-30,0.644,-0.1,8月
2012-11-29,0.645,-0.1,8月
2012-11-28,0.646,0.0,8月
2012-11-27,0.646,0.1,8月
2012-11-26,0.645,0.0,8月
2012-11-23,0.645,-0.1,8月
2012-11-21,0.646,0.2,8月
2012-11-20,0.644,-0.1,8月
2012-11-19,0.645,0.1,8月
2012-11-16,0.644,0.2,8月
2012-11-15,0.642,0.0,8月
2012-11-14,0.642,-0.1,8月
2012-11-13,0.643,-0.15,8月
2012-11-09,0.6445,-0.1,8月
2012-11-08,0.6455,-0.4,8月
2012-11-07,0.6495,-0.65,8月
2012-11-06,0.656,-0.23,8月
2012-11-05,0.6583,-0.22,8月
2012-11-02,0.6605,-0.25,8月
2012-11-01,0.663,0.1,8月
2012-10-31,0.662,0.0,8月
2012-10-30,0.662,-0.2,8月
2012-10-29,0.664,-0.1,8月
2012-10-26,0.665,-0.1,8月
2012-10-25,0.666,-0.1,8月
2012-10-24,0.667,-0.3,8月
2012-10-23,0.67,-0.25,8月
2012-10-22,0.6725,-0.45,8月
2012-10-19,0.677,-0.65,8月
2012-10-18,0.6835,-0.5,8月
2012-10-17,0.6885,-0.8,8月
2012-10-16,0.6965,-0.92,8月
2012-10-15,0.7057,-0.8,8月
2012-10-12,0.7137,-0.65,8月
2012-10-11,0.7202,-0.6,8月
2012-10-10,0.7262,-0.55,8月
2012-10-09,0.7317,-0.28,8月
2012-10-05,0.7345,-0.45,8月
2012-10-03,0.739,-0.5,8月
2012-10-02,0.744,-5.925,8月
2012-10-01,0.8033,4.905,8月
2012-09-28,0.7542,-0.475,8月
2012-09-27,0.759,-0.25,8月
2012-09-26,0.7615,-0.175,8月
2012-09-25,0.7632,-0.35,8月
2012-09-24,0.7667,-0.2,8月
2012-09-21,0.7687,-0.075,8月
2012-09-20,0.7695,-0.225,8月
2012-09-19,0.7717,-0.2,8月
2012-09-18,0.7737,-0.25,8月
